Id;Fransizca;Ingilizce;Turkce;Tur;Okunus;Sa
7463;qualifié (-e);qualified, skilled;nitelikli, vasýflý, kalifiye;adj.;kalifiye;1828
7464;non-qualifié (-e);unskilled;vasýfsýz;adj.;noñ-kalifiye;1828
7465;qualifier;toqualify;nitelemek, vasýflandýrmak;v.;kalifiye;1828
7466;qualité;quality;nitelik, deðer, kalite, vasýf;f.;kalite;-1
7467;quand;when;ne zaman ki, -diði zaman;adv.;kañ;1829
7468;quand bien même;even if; -se bile;adv.;kañ biyen mem;1829
7469;quand même;all the same;yine de;adv.;kañ mem;1829
7470;quand?;when?;ne zaman;adv.;kañ;1829
7471;quant à...;as for;hakkýnda, -e gelince;prép.;kanta;-1
7472;quantité;quantity;nicelik, miktar;f.;kañtite;-1
7473;quarantaine;about forty;kýrk kadar;f.;karanten;1830
7474;quarantaine;quarantine;karantina, topluluktan dýþlanma;f.;karanten;1830
7475;quarante;forty;kýrk;m.;karant;1831
7476;quart;quarter;çeyrek, dörtte bir;m.;kar;1832
7477;quart d'heure;quarter of an hour;çeyrek saat, onbeþ dakika;m.;kar d'ör;1832
7478;quartier;quarter, district, area;semt, mahalle;m.;kartiye;1833
7479;quartiers;quarters;karargâh;m.;kartiye;1833
7480;quasiment;almost;neredeyse, hemen hemen;adv.;kazimañ;-1
7481;quatorze;forteen;ondört;m.;katorz;-1
7482;quatorzième;forteenth;ondördüncü;adj.;katorziyem;1834
7483;quatre;four;dört;m.;kâtr;1834
7484;quatre-vingt-dix;ninety;doksan;m.;kâtr-veñg-diz;1834
7485;quatre-vingts;eighty;seksen;m.;kâtr-veñg;1834
7486;quatrième;fourth;dördüncü;adj.;katriyem;1834
7487;que;which, whom; -diði;pr.rel.;kö;1835
7488;que;that;ki;conj.;kö;1835
7489;que / qu'est-ce que?;what?;ne?;pr.int.;kö/keskö;1835
7490;que ce soit;anything;bir þey;pron.;kö sö sua;1835
7491;quel que/ quelle que....;wathever, whoever;ne, kim olursa olsun;adj.;kel kö…;1836
7492;quel / quelle...?;which, what?;hangi, ne?;adj.;kel;1836
7493;quelconque;any, some;herhangibir;adj.;kelkônk;1837
7494;quelque;some;bir, -in biri;adj.;kelkö;1837
7495;quelque chose;something;bir þey;adj.;kelkö þoz;1837
7496;quelque chose à manger ;something to eat;yiyecek bir þey;f.;kelkö þoz a mañje;1837
7497;quelque part;somewhere;bir yer;adj.;kelkö par;1837
7498;quelquefois;sometimes;bazen, ara sýra;adv.;kelköfua;1837
7499;quelques;a few, some;birkaç;adv.;kelkö;1837
7500;quelques-un(e)s;some, a few;kimileri, bazýlarý, birkaçý;pron.;kelközœñ/kelközün;1837
7501;quelqu'un;someone, somebody;biri, adamýn biri;pron.;kelk'œñ;1837
7502;querelle;quarrel;kavga, tartýþma;f.;körel;1838
7503;sequereller;toquarrel;kavga etmek (karþýlýklý);v.;sö köröle;1838
7504;querelleur (-euse);quarrelsome;hýrçýn;adj.;körelör / körelöz;1838
7505;question;question;soru;f.;kestiyoñ;1839
7506;question;matter, question;sorun, problem, mesele;f.;kestiyoñ;1839
7507;questionnaire;questionnaire;soru dizini, sorular (liste);m.;kestiyoner;1839
7508;questionner;toquestion;soru sormak, sorgulamak;v.;kestiyone;1839
7509;quête;search;araþtýrma;f.;ket;721
7510;queue;tail;kuyruk (hayvan);f.;kö;1840
7511;queue;handle, stalk, stem;sap (tava, meyve, çiçek);f.;kö;1840
7512;queue;queue, line;sýra, kuyruk;f.;kö;1840
7513;qui? ;who?;kim?;pr.int.;ki;1841
7514;àqui?;whom?;kimin?;pr.int.;a ki;1841
7515;dequi?;whose;kimin?;adj.;dö ki;1841
7516;qui que ce soit;whoever it is;kim olursa olsun;pron.;ki kö sö sua;1841
7517;qui;who; -en;pron.;ki;1841
7518;quiche;quiche;kiþ, tatlý veya tuzlu bir çeþit turta;f.;kiþ;-1
7519;quiconque;whoever  ;kim olursa olsun;pron.;kikonk;1841
7520;quincaillerie;hardware;hýrdavat;f.;keñkayöri;1842
7521;quincaillier;hardware dealer;hýrdavatçý;m.;keñkayie;1842
7522;quintuple;quintuple;beþ kat;adj.;keñtüpl;-1
7523;quinzaine de...;about fifteen;onbeþ civarýnda;f.;keñzeñ dö…;1843
7524;quinze;fifteen;on beþ;m.;keñz;1843
7525;quinzième;fifteenth;onbeþinci;adj.;keñziyem;1843
7526;quite à…;even if it means doing;pahasýna;loc.;kit a…;-1
7527;quitter;toleave;terketmek, -den ayrýlmak;v.;kite;-1
7528;quoi que ce soit;whatever it is;ne olursa olsun;pron.;kua kö sö sua;1844
7529;quoi?;what?;ne?;pr.int.;kua;1844
7530;quoique;although, though; -e rðmen;conj.;kuakö;1844
7531;quota;quota;kota, ayrýlan þey;m.;kota;-1
7532;quotidien (-ne);daily;günlük, gündelik;adj.;kotidiyeñ/-yen;1845
7533;quotidiennement;daily;günü gününe, her gün;adv.;kotidiyenmañ;1845
7534;rabbin;rabbi;haham;m.;rabeñ;-1
7535;raccourci (-e);short cut;kestirme (yol);adj.;rakursi;1846
7536;raccourcir;toget shorter;kýsaltmak;v.;rakursir;1846
7537;raccrocher;toring off;kapatmak (telefon);v.;rakroþe;1847
7538;raccrocher;tohang up;yerine asmak, kapatmak (tlf);v.;rakroþe;1847
7539;race;race;ýrk, soy;f.;ras;1848
7540;racial (-e);racial;ýrka, soya deðin;adj.;rasiyal;1848
7541;racine;root;kök;f.;rasin;1849
7542;racine carrée;square root;karekök;f.;rasin kare;1849
7543;racisme;racism;ýrkçýlýk;m.;rasizm;1848
7544;raciste;racist;ýrkçý;adj.;rasist;1848
7545;raconter;totell;anlatmak;v.;rakoñte;-1
7546;radar;speed camera;radar, yansýtmaç;m.;radar;-1
7547;radeau;raft;sal;m.;rado;-1
7548;radiactif (-ve);radioactive;radyoaktif;adj.;radyoaktif / -iv;-1
7549;radiateur;radiator, heater;radyatör, ýsýyayar;m.;radiyatör;-1
7550;radical;radical, root (ling.);radikal;m.;radikal;1850
7551;radical (-e);radical;kökten;adj.;radikal;1850
7552;radio;radio;radyo;m.;radyo;1851
7553;radio (radiographie);radiography;röntgen;f.;radyo (radyografi);1851
7554;radiologie;radiology;radyoloji;f.;radyoloji;1851
7555;radis;radish;turp;m.;radi;-1
7556;seradoucir ;toimprove;yumuþa(t)mak;v.;sö radusir;638
7557;seradoucir ;tobecome milder;ýlýklaþ(týr)mak;v.;sö radusir;638
7558;raffiné (-e);refined, purified;arýtýlmýþ, rafine;adj.;rafine;-1
7559;rafraîchir;tocool;tazelemek;v.;rafreþir;1852
7560;rafraîchir;torefresh;serinletmek, tazelemek (hafýza);v.;rafreþir;1852
7561;serafraîchir ;tocool;serinlemek;v.;sö rafreþir;1852
7562;rafraîchissant (-e);refreshing;serinletici;adj.;rafreþisañ/-ant;1852
7563;rage;rage;kuduz;f.;raj;-1
7564;rail;rail;ray;m.;ray;-1
7565;raisins;grapes;üzüm;m.;rezeñ;-1
7566;avoir raison;to be right;haklý olmak;v.;avuar rezoñ;1853
7567;raison;reason;"sebep, neden; akýl, us";f.;rezoñ;1853
7568;raisonnable;reasonable;akla, usa uygun, makul;adj.;rezonabl;1853
7569;raisonnablemant;reasonably;akla, usa uygun bir biçimde;adv.;rezonablmañ;1853
7570;raisonnement;"reasoning; argument";"düþünme düzeni; kanýt";m.;rezonmañ;1853
7571;rajeunir;tomake sb younger;gençleþtirmek;v.;rajönir;1191
7572;serajeunir ;torejuvenate;gençleþmek;v.;sö rajönir;1191
7573;raki;raki;raký;m.;raki;-1
7574;auralenti;slow;yavaþça;exp.;o ralañti;1854
7575;ralentir;toslow;yavaþlatmak;v.;ralañtir;1854
7576;seralentir ;toslow down;yavaþlamak;v.;sö ralañtir;1854
7577;ralentissement;slowing;yavaþlatma;m.;ralañtismañ;1854
7578;ralentisseur;speed ramp;hýz engeli;m.;ralañtisör;1854
7579;râler;"togroan; moan";"hýrýldamak; söylenmek";v.;rale;1855
7580;râleur (-euse);grouser;huysuz;adj.;ralör;1855
7581;rallonger;"tomake longer, lengthen; extend";"uzatmak; uzamak (gün)";v.;ralonje;1265
7582;rallye;rally;ralli;m.;rali;-1
7583;Ramadan;Ramadan;Ramazan;m.;ramadan;-1
7584;ramassage;collecting;toplama;m.;ramasaj;1856
7585;ramasser;topick up, gather, collect;toplamak;v.;ramase;1856
7586;rame;train;tren, katar;f.;ram;-1
7587;ramener;tobring back;geri getirmek (kiþi);v.;ram(ö)ne;-1
7588;ramollir;tosoften;yumuþatmak;v.;ramolir;1442
7589;seramollir ;tosoften;yumuþamak;v.;(sö) ramolir;1442
7590;rampe;ramp;yokuþ, bayýr, rampa;f.;ramp;1857
7591;rampe d'escalier;banister;trabzan;f.;rañp d'eskalye;1857
7592;ramper;tocreep;emeklemek;v.;rañpe;1857
7593;ramper;tocrawl;sürünmek;v.;rampe;1857
7594;rancune;grudge;hýnç, kin;f.;rankün;-1
7595;rançon;ransom;fidye, bedel;f.;ransoñ;-1
7596;randonnée;walk, ramble;yürüyüþ (doðada);f.;randone;1858
7597;faire des randonnées;tohike;yürüyüþ yapmak (doðada);v.;fer de rañdone;1858
7598;rang;row;sýra, dizi;m.;rañg;1859
7599;ranger;"toarrange; tidy up ; place";"dizmek, düzenlemek; yerleþtirmek";v.;ranje;1859
7600;râpe;rasp;rende;f.;rap;1860
7601;râper;torasp;rendelemek;v.;rape;1860
7602;rapide;fast, rapid, quick;hýzlý, çabuk;adj.;rapid;1861
7603;rapidement;rapidly;çabuk çabuk;adv.;rapidmañ;1861
7604;rapidité;rapidity;çabukluk;f.;rapidite;1861
7605;rapiècement;patching;yama;m.;rapiyesmañ;1673
7606;rapiécer;topatch;yamalamak;v.;rapiyese;1673
7607;rapiéçage;patching;yama;m.;rapiyesaj ;1673
7608;rappel;recall;geri arama (tlf);m.;rapel;1862
7609;rappeler;tocall back;geri aramak (tlf);v.;rap(ö)le;1862
7610;serappeler ;toremember;hatýrlamak, anýmsamak;v.;sö rap(ö)le;1862
7611;rapport;connection;iliþki, bað, baðýntý, irtibat;m.;rapor;1863
7612;rapport;report;rapor , baðýntý;m.;rapor;1863
7613;par rapport à;relatively to;nazaran;exp.;par rapor a;1863
7614;rapporter;"tobring back; take back";yeniden, geri getirmek (eþya);v.;raporte;1863
7615;rapprochement;closeness;yaklaþma, yakýnlaþma;m.;raproþmañ;1864
7616;rapprocher;tobring closer;yaklaþtýrmak;v.;raproþe;1864
7617;serapprocher;toapproach;yaklaþmak, yakýnlaþmak;v.;sö raproþe;1864
7618;rapsodie;rhapsody;rapsodi;f.;rapsodi;-1
7619;raquette;racket;raket;f.;raket;-1
7620;rare;rare;az rastlanan, nadir;adj.;rar;1865
7621;rarement;rarely;nadiren;adv.;rarmañ;1865
7622;rasage;shaving;týraþ;m.;razaj;1866
7623;raser;toshave;týraþ etmek;v.;raze;1866
7624;rasoir;razor;týraþ býçaðý, ustura;m.;razuar;1866
7625;rassasié (-e);satisfied, eaten enough;tok;adj.;rasaziye;1867
7626;rassasier;tosatisfy, to fill up;doyurmak;v.;rasasiye;1867
7627;rassembler;togather, assemble;bir araya toplamak;v.;rasañble;153
7628;rassir;togo stale;bayatlamak;v.;rasir;1868
7629;rassis (-e);stale;bayat;adj.;rasi/rasiz;1868
7630;rassurer;"toreinsure; reassure";"saðlamlaþtýrmak; yatýþtýrmak";v.;rasüre;160
7631;rat;rat;sýçan;m.;ra;-1
7632;râteau;rake;týrmýk;m.;rato;-1
7633;rater;tomiss;kaçýrmak (tren, uçak vs);v.;rate;-1
7634;rater;tofail;baþarýsýz olmak (sýnav);v.;rate;-1
7635;rationel (-le);rational;usa dayanan, rasyonel;adj.;rasyonel;1869
7636;rationellement;rationally;usa dayalý bir biçimde;adv.;rasyonelmañ;1869
7637;rattacher;"totie up again; refasten";yeniden baðlamak;v.;rataþe;167
7638;rattrapage;remedial lesson;bütünleme;m.;ratrapaj;1870
7639;rattraper;tocatch up;yakalamak;v.;ratrape;1870
7640;rayon;"ray; shelf; radius";"ýþýn; raf; yarýçap";m.;reyoñ;1871
7641;rayon;department;reyon;m.;reyoñ;1871
7642;rayonnement;radiance;ýþýldama, parlaklýk;m.;rayonmañ;1871
7643;raz-de-marée;tidal wave;deprem dalgasý;m.;ra-dö-mare;-1
7644;réacteur;reactor;reaktör;m.;reaktör;1872
7645;réactif (-ve);reactive;tepkili;adj.;reaktif/reaktiv;1872
7646;réaction;reaction;tepki, tutum, reaksiyon;f.;reaksiyoñ;1872
7647;réagir;toreact;tepki göstermek,çýkýþmak,davranmak;v.;reajir;1872
7648;réalisateur (-trice);director;yönetmen;m.f.;realizatör;1873
7649;réalisation;making;icraat;f.;realizasyoñ;1873
7650;réalisation;"realization; achievement";yönetme, gerçekleþtirme;f.;realizasyoñ;1873
7651;réaliser;torealize;"gerçekleþtirmek; kavramak";v.;realize;1873
7652;seréaliser;tocome true;gerçekleþmek;v.;sö realize;1873
7653;réalisme;realism;gerçekçilik;m.;realizm;1873
7654;réaliste;realist, realistic (adj.);realist, gerçekçi;m.f.;realist;1873
7655;réalité;reality;gerçeklik;f.;realite;1873
7656;réanimation;reanimate, resuscitation;canlandýrma;f.;reanimasyoñ;111
7657;réanimer;to reanimate, to  resuscitate;canlandýrmak;v.;reanime;111
7658;rebelle;rebel;baþkaldýran, isyancý;m.f.;röbel;1874
7659;rébellion;rebellion;baþkaldýrý, isyan;f.;rebeyoñ;1874
7660;récemment;recently;demin, az önce;adv.;resamañ;1875
7661;recenser;totake a census of…;sayým yapmak;v.;rösañse;-1
7662;récent (-e);recent;yeni, en son;adj.;resañ/resant;1875
7663;récepteur;receiver;alýcý, reseptör;m.;reseptör;1876
7664;réception;reception;kabul (konuk), resepsiyon;f.;resepsiyoñ;1876
7665;réceptionniste;receptionist;resepsiyon memuru;m.f.;resepsiyonist;1876
7666;récession;recession;gerileme;f.;resesyoñ;-1
7667;recette;recipe;yemek tarifi;f.;röset;-1
7668;receveur;receiver;alýcý, alan;m.;rösövör;1876
7669;recevoir;togreet;aðýrlamak (misafir);v.;rösövuar;1876
7670;recevoir;toget;eline geçmek;v.;rösövuar;1876
7671;recevoir;toreceive;kabul etmek (konuk), karþýlamak;v.;rösövuar;1876
7672;rechanger de…;tochange again;deðiþtirmek (yeniden);v.;röþanje dö…;338
7673;réchapper à / de…;tocome through, survive;kurtulmak, sað çýkmak;v.;reþape dö…;652
7674;recharger;torefill, recharge;doldurmak, yüklemek (yeniden);v.;röþarje;341
7675;réchauffer;towarm;ýsýtmak;v.;reþofe;346
7676;seréchauffer ;towarm oneself up;ýsýnmak;v.;sö reþofe;346
7677;seréchauffer ;toget warmer;ýsýnmak (hava);v.;sö reþofe;346
7678;recherche;search, research;araþtýrma;f.;röþerþ;355
7679;rechercher;tolook for, search for;aramak, araþtýrmak;v.;röþerþe;355
7680;récipient;container;kap;m.;resipiyañ;-1
7681;réciproque;reciprocal, mutual;karþýlýklý;adj.;resiprok;1877
7682;réciproquement;each other;karþýlýklý olarak;adv.;resiprokmañ;1877
7683;récit;story;hikaye;m.;resi;1878
7684;récital;recital;resital;m.;resital;1878
7685;réciter;torecite;ezbere söylemek;v.;resite;1878
7686;récivider;torelapse;nüksetmek;v.;residive;-1
7687;réclamation;"complaint; claim";"þikayet; talep";f.;reklamasyoñ;1879
7688;réclamer;tocomplain;þikayet etmek;v.;reklame;1879
7689;récolte;crop, harvest;ürün;f.;rekôlt;-1
7690;recommandation;recommendation;öðüt, tavsiye;f.;rökomandasyoñ;407
7691;recommandé (-e);registered letter;tavsiye edilen;adj.;rökomande;407
7692;recommander;torecommend;tavsiye etmek;v.;rökomande;407
7693;recommencement;beginning again;baþlama (yeniden);m.;rökomans(ö)mañ;409
7694;recommencer à;tobegin, start again;baþlamak (yeniden);v.;rökomanse;409
7695;récompense;reward, recompense;ödül, mükâfat;f.;rekoñpans;1880
7696;récompense divine;recompense divine;sevap;f.;rekoñpans divin;1880
7697;récompenser;toreward;ödüllendirmek;v.;rekoñpanse;1880
7698;recomposer;torecopompose;yeniden düzenlemek;v.;rökoñpoze;423
7699;recomposition;recomposition;yeniden düzenleme;f.;rökoñpozisyoñ;423
7700;réconcilier;toreconcile;uzlaþtýrmak;v.;rekonsiliye;1881
7701;seréconcilier ;tobecome reconciled with;barýþmak;v.;sö rekoñsiliye;1881
7702;reconnaissance;"gratitude; recognition";"minnet; tanýma";f.;rökonesans;1882
7703;reconnaissance de dette;bill of debt;senet;f.;rökonesans dö det;1882
7704;reconnaître;torecognize;tanýmak;v.;rökonetr;1882
7705;reconnannaissant (-e);grateful;minnettar;adj.;rökonesañ/rökonesant;1882
7706;reconstituer;toreconstitute;kurmak (yeniden, ilk hali gibi);v.;rökonstitüe;463
7707;recopier;tocopy out;kopyasýný çekmek;v.;rökopiye;482
7708;record;record;rekor;m.;rökor;1883
7709;recordman (recordwoman);record holder;rekortmen;m.f.;rökordmeñ / vomeñ;1883
7710;recours;recourse, appeal;baþvuru, temyiz;m.;rökur;8888
7711;avoir recours à…;toapply;baþvurmak;v.;avuar rökur a;8888
7712;recouvrir;torecover;kaplamak;v.;rökuvrir;-1
7713;récréation;"recreation; break";"dinlenme; tenefüs";f.;rekreasyoñ;8889
7714;recréer;re-create;yeniden oluþturmak;v.;rökree;8889
7715;recrutement;recruitment;iþe alma;m.;rökrütmañ;1884
7716;recruter;torecruit;iþe almak;v.;rökrüte;1884
7717;rectangle;rectangle;dikdörtgen;m.;rektangl;1885
7718;rectangulaire;rectangular;dikdörtgen biçiminde;adj.;rektañgüler;1885
7719;recteur (rectrice);rector;rektör;m.f.;rektör;1886
7720;rectification;rectification;düzeltme;f.;rektifikasyoñ;1887
7721;rectifier;tocorrect, rectify;düzeltmek;v.;rektifiye;1887
7722;rectorat;rectorate;rektörlük;m.;rektora;1886
7723;reçu (-e);receipt;alýndý, makbuz;adj.;rösü;1876
7724;recueil;collection;derleme;m.;rököy;1887
7725;recueillir;tocollect;derlemek;v.;rököyir;1887
7726;recueillir;tocollect, gather, pick;toplamak (çiçek, meyve vs);v.;rököyir;1887
7727;recul;backward movement;gerileme (araç);m.;rökül;1888
7728;reculer;tomove back, reverse;gerilemek;v.;röküle;1888
7729;récupérer;torecover;kaplamak;v.;reküpere;-1
7730;recyclage;recycling;geri dönüþüm;m.;rösiklaj;1889
7731;recycler;torecycle;geri dönüþtürmek;v.;rösikle;1889
7732;rédacteur (-trice);author, editor;redaktör, editör;m.f.;redaktör/redaktris;1890
7733;rédaction;essay, composition;yazý;f.;redaksiyoñ;1890
7734;redevance;licence fee;lisans ödeneði;f.;rödövans;-1
7735;rédiger;towrite;yazmak;v.;redije;1890
7736;redoublement;redoubling, repeating a year;tekrarlama;m.;rödubl(ö)mañ;637
7737;redoubler;torepeat;tekrarlamak;v.;röduble;637
7738;redoubler la classe;torepeat a year;sýnýfta kalmak;v.;röduble la klas;637
7739;redouter;todread;ödü patlamak, çok korkmak;v.;rödute;641
7740;redressement;recovery;doðrultma, ayaða dikme;m.;rödresmañ;1891
7741;redresser;toredress, stand up;doðrultmak, ayaða dikmek;v.;rödrese;1891
7742;réduction;reduction;azaltma, indirme;f.;redüksiyoñ;1892
7743;réduction du temps de travail-RTT;reduction in working hours;çalýþma saatlerinde azalma;;redüksiyoñ dü tañ dö travay;1892
7744;réduire;toreduce;azaltmak, indirmek;v.;redüir;1892
7745;réduit (-e);small-scale, limited;küçültülmüþ, sýnýrlý, indirimli;adj.;redüi/redüit;1892
7746;réel (-le);real;gerçek;adj.;reel;1873
7747;référence;reference;kaynakça, gönderme;f.;referans;1893
7748;référendum;referendum;halk oylamasý;m.;referandoñ;-1
7749;référer;torefer to;gönderme yapmak,iliþkin görmek;v.;refere;1893
7750;réfléchir;tothink about;düþenmek (üzerinde);v.;refleþir;1893
7751;réfléchir;toreflect;yansýtmak;v.;refleþir;1893
7752;réflecteur;reflector;yansýtýcý, reflektör;m.;reflektör;1894
7753;reflet;reflection;yansýma;m.;röfle;1894
7754;refléter;toreflect;yansýtmak;v.;röflete;1894
7755;serefléter ;tobe reflected;yansýmak;v.;sö röflete;1894
7756;réflexe;reflex, reaction;tepki gücü, refleks;m.;refleks;1893
7757;réflexibilité;reflexibility;yansýyabilirlik;f.;refleksibilite;1893
7758;réflexible;reflexible;yansýyabilir;adj.;refleksibl;1893
7759;réflexion;"thought; reflection";"düþünme; yansýma";f.;refleksiyoñ;1893
7760;reflux;reflux;çekilme, cezir;m.;röflü;-1
7761;réformateur (-trice);reformer;düzeltici, reformcu;m.f.;reformatör;1895
7762;réformation;reformation;düzeltme;f.;reformasyoñ;1895
7763;réforme;reform;reform, deðiþtirme;f.;reform;1895
7764;réformer;toreform;þekil vermek(yeniden);v.;röforme;1895
7765;réformiste;reformist;reformcu;m.f.;reformist;1895
7766;refrain;chorus;nakarat;m.;röfreñ;-1
7767;réfrigérateur;refrigerator;buzdolabý;m.;refrijeratör;-1
7768;refroidir;tocool down;soðutmak;v.;röfruadir;1896
7769;serefroidir ;toget cold;soðumak;v.;sö röfruadir;1896
7770;refuge;refuge;sýðýnak;m.;röfüj;1897
7771;réfugié (-e);refugee;sýðýnmacý, mülteci;m.f.;refüjiye;1897
7772;seréfugier;to take refuge;sýðýnmak, iltica etmek;v.;sö refüjiye;1897
7773;refus;refusal;geri çevirme, red/ret;m.;röfü;1898
7774;refuser;torefuse;geri çevirmek, reddetmek;v.;röfüze;1898
7775;régal;treat, delight;þölen, ziyafet;m.;regal;1899
7776;régaler;totreat sb to;þölen vermek, ziyafet çekmek;v.;regale;1899
7777;regard;look;bakýþ;m.;rögar;1900
7778;regarder;"tolook at; to watch";bakmak, seyretmek;v.;rögarde;1900
